speechname,tone,family,feel,money,insight,number,clout,Parenth,cogproc,OtherP,female,negate,negemo,differ,death,adverb,informal,ipron,analytic,percept,health,Exclam,adj,prep,achieve,relig,bio,risk,sixLtr,leisure,Quote,verb,hear,they,affect,you,work,Period,dic,friend,focusfuture,auxverb,male,shehe,SemiC,function,compare,pronoun,QMark,certain,assent,tentat,sad,affiliation,see,anger,home,conj,sexual,ppron,motion,space,filler,anx,focuspresent,netspeak,quant,discrep,relativ,Colon,nonflu,cause,body,we,wc,power,interrog,social,drives,wps,focuspast,article,AllPunc,authentic,Apostro,i,posemo,ingest,Dash,swear,Comma,time,reward,president,type,year
obama-sotu-2011,70.657196,0.0030368764,0.0031814894,0.02111352,0.015762834,0.018221257,88.37509,0.0,0.10036153,0.0030368764,0.0021691974,0.014461316,0.0109906,0.029645698,0.0007230658,0.035141,0.0011569053,0.055531453,71.97151,0.014027476,0.0052060736,0.0,0.05437455,0.14070861,0.029356472,0.0026030368,0.0092552425,0.0059291394,0.20997831,0.006073753,0.0037599423,0.15097614,0.0052060736,0.011569053,0.04714389,0.006073753,0.07013738,0.057122197,0.87100506,0.0014461316,0.021402748,0.08503254,0.0046276213,0.003615329,0.00043383948,0.51641357,0.031525668,0.1395517,0.00043383948,0.013593637,0.00057845266,0.017642805,0.0017353579,0.06493131,0.004916847,0.003615329,0.004916847,0.06464208,0.00028922633,0.083875634,0.020679682,0.07230658,0.0,0.0017353579,0.11091829,0.00028922633,0.021402748,0.014895155,0.14981924,0.0026030368,0.00028922633,0.020245843,0.0017353579,0.051482286,6915.0,0.0461316,0.017932031,0.11713666,0.14692697,17.506329,0.0274765,0.07462039,0.15921909,35.587963,0.028922632,0.011135213,0.03485177,0.0015907447,0.008387563,0.0,0.05451916,0.059725236,0.020245843,obama,sotu,2011
obama-sotu-2012,64.98447,0.0018424037,0.0034013605,0.037273243,0.014030612,0.02196712,77.11001,0.0,0.105442174,0.0015589569,0.0017006802,0.018707482,0.0150226755,0.030612245,0.0015589569,0.039115645,0.0014172336,0.058106575,73.70639,0.010912699,0.0032596372,0.0,0.056405894,0.14158164,0.025793651,0.0012755102,0.0056689344,0.010629252,0.21371882,0.004251701,0.00056689343,0.1425737,0.0015589569,0.0127551025,0.05116213,0.008786848,0.08290816,0.059240364,0.8691893,0.0014172336,0.015447846,0.07638889,0.0032596372,0.0026927437,0.0011337869,0.4934807,0.03514739,0.12882653,0.0007086168,0.014597505,0.0007086168,0.022250567,0.0026927437,0.044359412,0.0034013605,0.0051020407,0.0051020407,0.06320862,0.00028344672,0.07057823,0.020975057,0.07879818,0.0,0.0028344672,0.10090703,0.0,0.027494332,0.013747166,0.15277778,0.0025510204,0.0007086168,0.02324263,0.0012755102,0.031746034,7056.0,0.05102041,0.01601474,0.09764739,0.13293651,17.002409,0.028486395,0.06845238,0.14951815,40.50549,0.029903628,0.014597505,0.035714287,0.0008503401,0.0056689344,0.0,0.04818594,0.05654762,0.016723355,obama,sotu,2012
obama-sotu-2013,79.05385,0.005540166,0.0034990523,0.02726345,0.012538271,0.018661613,89.355225,0.0,0.094620205,0.0024784955,0.0062691355,0.011226126,0.013558828,0.022306459,0.0010205569,0.04169704,0.00189532,0.05000729,74.55925,0.01020557,0.0064149294,0.0,0.05831754,0.13485931,0.02726345,0.00189532,0.009330806,0.009913982,0.21723284,0.0045196093,0.0023327016,0.13398455,0.0023327016,0.010788744,0.057005394,0.0033532586,0.067648344,0.05146523,0.85449773,0.0023327016,0.0189532,0.06954367,0.002770083,0.004811197,0.0016037324,0.4876804,0.03455314,0.12815279,0.0017495261,0.018078437,0.0010205569,0.013996209,0.002770083,0.06735676,0.0033532586,0.0040822276,0.0064149294,0.06414929,0.00043738153,0.078145504,0.018661613,0.07304272,0.0,0.002770083,0.101764105,0.0,0.025659718,0.015016766,0.14885552,0.0030616708,0.00072896923,0.023181222,0.0020411138,0.050153084,6859.0,0.045925062,0.013558828,0.113864996,0.15308353,18.947514,0.020265345,0.06735676,0.14185742,26.828617,0.022160664,0.009039219,0.0427176,0.0005831754,0.0072896923,0.00014579385,0.0497157,0.05977548,0.015745735,obama,sotu,2013
obama-sotu-2014,71.69997,0.006933635,0.003537569,0.024338474,0.012169237,0.019244375,86.484924,0.00028300553,0.09636338,0.00410358,0.007075138,0.014150276,0.015140795,0.028017547,0.0014150275,0.033536155,0.0022640442,0.047544926,77.01786,0.01330126,0.007641149,0.00056601106,0.058582142,0.14291778,0.033819158,0.0026885525,0.011744729,0.008490166,0.2153672,0.005801613,0.0031130607,0.13287109,0.004669591,0.010471204,0.05532758,0.0043865857,0.07075138,0.05490307,0.8570822,0.0031130607,0.016980331,0.06834583,0.008631668,0.009480685,0.0011320221,0.47898683,0.033111647,0.12537144,0.0,0.016980331,0.0014150275,0.016131315,0.0022640442,0.061836705,0.003962077,0.0049525965,0.0050940993,0.06537428,0.00014150277,0.077826515,0.019668883,0.0717419,0.0,0.004245083,0.105702564,0.00056601106,0.029149568,0.013159757,0.14588934,0.003537569,0.00084901653,0.022074431,0.0021225414,0.040469788,7067.0,0.055610586,0.013159757,0.12056035,0.15607755,18.845333,0.019668883,0.062402718,0.16074714,28.79664,0.026036508,0.013018254,0.039620772,0.0015565304,0.007924154,0.0,0.059148155,0.056742605,0.019527381,obama,sotu,2014
obama-sotu-2015,76.111946,0.0067617227,0.0044098194,0.023078054,0.014258415,0.020285169,88.6402,0.0,0.10186683,0.0052917833,0.0035278553,0.01073056,0.015434368,0.025576951,0.0011759518,0.039835367,0.0019109217,0.061884463,69.570526,0.015875349,0.0070557105,0.0,0.06482434,0.13949728,0.031309716,0.0020579156,0.010142584,0.009113627,0.20432162,0.0052917833,0.0020579156,0.14229016,0.004115831,0.008819639,0.05806262,0.006320741,0.060561515,0.055269733,0.8682934,0.0008819638,0.014258415,0.06996913,0.0032338675,0.0029398794,0.00073496986,0.4999265,0.03557254,0.14831692,0.0011759518,0.018227253,0.0011759518,0.016169338,0.0024988975,0.06776422,0.0060267528,0.004997795,0.0060267528,0.06629428,0.0013229458,0.08643246,0.021020139,0.07834779,0.0,0.004262825,0.10774658,0.0,0.023960019,0.014258415,0.15904748,0.0029398794,0.0005879759,0.02366603,0.0014699397,0.052623842,6803.0,0.04983096,0.017198294,0.11406732,0.15801851,18.141333,0.026458915,0.062325444,0.1586065,41.700584,0.029398795,0.015728354,0.04262825,0.0004409819,0.004997795,0.00014699397,0.056739673,0.063501395,0.017639278,obama,sotu,2015
obama-sotu-2016,65.335724,0.003288392,0.0052614273,0.017757317,0.018086156,0.011673791,84.99628,0.0,0.124958895,0.0054258467,0.0014797763,0.016935218,0.022196645,0.03715883,0.0021374547,0.04554423,0.0021374547,0.07102927,59.924156,0.018414995,0.0060835253,0.0003288392,0.059191056,0.13416639,0.026307136,0.0029595527,0.009865176,0.011509372,0.20075633,0.0046037487,0.0013153568,0.14945741,0.006576784,0.011180533,0.06560342,0.0064123645,0.050805654,0.057546858,0.87865835,0.0013153568,0.01627754,0.08122328,0.0062479447,0.0054258467,0.0023018743,0.5256494,0.031404145,0.15619862,0.0018086156,0.01660638,0.001644196,0.028773429,0.0034528116,0.06034199,0.0059191054,0.00822098,0.0026307136,0.07152253,0.0004932588,0.08500493,0.021045709,0.076948375,0.0,0.0044393293,0.117560014,0.0001644196,0.025320617,0.016935218,0.14436041,0.0023018743,0.0004932588,0.026142716,0.0018086156,0.04768168,6082.0,0.048339363,0.019894771,0.11788885,0.14616902,16.941504,0.022196645,0.06741203,0.15998027,37.906693,0.031897403,0.014304505,0.043077935,0.000822098,0.0036172313,0.0,0.05343637,0.048503783,0.01660638,obama,sotu,2016
reagan-sotu-1981,59.09284,0.0013371963,0.0020057946,0.041453086,0.014932026,0.036995765,70.45197,0.0,0.10229552,0.008023178,0.00044573212,0.012257633,0.013817696,0.02607533,0.0,0.035435703,0.0024515267,0.056830846,81.14168,0.0066859815,0.0026743927,0.0,0.042790283,0.14998886,0.024069535,0.00022286606,0.0057945177,0.008023178,0.26030755,0.0017829285,0.0013371963,0.12970805,0.0022286605,0.00846891,0.045910407,0.004011589,0.07978605,0.048361935,0.8531313,0.0015600624,0.022732338,0.085134834,0.0015600624,0.00044573212,0.0020057946,0.5021172,0.022286605,0.11455315,0.0011143303,0.017160686,0.00089146424,0.01582349,0.003565857,0.03788723,0.0013371963,0.0020057946,0.0031201248,0.05660798,0.0,0.057499442,0.019389346,0.06619122,0.0,0.0013371963,0.096501,0.0,0.027189659,0.015154892,0.13349676,0.0011143303,0.0015600624,0.027858257,0.0013371963,0.029195454,4487.0,0.04568754,0.011811901,0.0742144,0.11455315,20.395454,0.019612214,0.07265434,0.13505682,27.589586,0.01582349,0.015377758,0.031424113,0.0015600624,0.008691777,0.0,0.0485848,0.0485848,0.011811901,reagan,sotu,1981
reagan-sotu-1982,61.46311,0.0005761475,0.0030727866,0.031111965,0.0119070485,0.028615326,83.54024,0.0,0.08565393,0.0036489342,0.0013443441,0.010178606,0.017668523,0.022277704,0.00019204916,0.03610524,0.002496639,0.048780486,85.536606,0.014403688,0.004993278,0.0,0.04993278,0.15421548,0.02093336,0.0044171307,0.0086422125,0.009986556,0.2508162,0.0017284425,0.0053773765,0.12022278,0.006145573,0.011714999,0.054541964,0.0032648358,0.06529672,0.048972536,0.85020167,0.0017284425,0.022853851,0.06606491,0.0017284425,0.0015363933,0.0028807374,0.49202996,0.026502784,0.11215671,0.00038409833,0.013635491,0.0005761475,0.014019589,0.0044171307,0.054541964,0.0042250818,0.0021125409,0.0026886882,0.06222393,0.0,0.063376226,0.02074131,0.0789322,0.0,0.0017284425,0.069329746,0.0,0.021701556,0.011714999,0.1578644,0.0017284425,0.0019204917,0.022469752,0.00230459,0.038217783,5207.0,0.052429423,0.011714999,0.09717688,0.13616286,20.662699,0.03245631,0.07585942,0.13693106,35.333317,0.0155559825,0.0086422125,0.03648934,0.001152295,0.004993278,0.0,0.05338967,0.06049549,0.0086422125,reagan,sotu,1982
reagan-sotu-1983,71.01411,0.0014262792,0.0023177038,0.028347299,0.009983954,0.018719915,84.316895,0.0,0.09217329,0.0021394189,0.0021394189,0.0094491,0.020859333,0.021572473,0.0003565698,0.031912997,0.0024959885,0.043144945,86.298,0.00873596,0.003922268,0.0,0.054733463,0.15635586,0.033160992,0.0024959885,0.007844536,0.012123373,0.24924229,0.0012479943,0.001782849,0.11980745,0.0030308433,0.008557675,0.0661437,0.001782849,0.06703512,0.0472455,0.85915494,0.0026742734,0.024781602,0.07523623,0.0021394189,0.0014262792,0.001782849,0.5008023,0.024781602,0.10679265,0.0,0.023177037,0.0008914245,0.013371367,0.0042788377,0.060616866,0.0026742734,0.003922268,0.005170262,0.06650027,0.0003565698,0.06364771,0.01711535,0.07309681,0.0,0.0023177038,0.0802282,0.0001782849,0.025316456,0.020146193,0.14316277,0.0008914245,0.0014262792,0.020146193,0.0024959885,0.042431805,5609.0,0.046354074,0.007131396,0.09698699,0.14797647,21.573076,0.019076483,0.08165448,0.13175254,21.468542,0.012479943,0.0094491,0.044927794,0.0008914245,0.0082011055,0.0,0.05722945,0.053663753,0.010340524,reagan,sotu,1983
reagan-sotu-1984,92.587456,0.0044141253,0.003812199,0.027086677,0.013242376,0.02247191,87.52419,0.0,0.09410112,0.0032102729,0.0012038524,0.01464687,0.018258426,0.02628411,0.0014044944,0.030698234,0.0026083468,0.035714287,79.88877,0.01364366,0.006621188,0.0,0.05196629,0.14325842,0.032504015,0.007022472,0.011035313,0.010032102,0.24337882,0.0060192617,0.0020064206,0.13342696,0.004614767,0.007022472,0.07945425,0.0054173353,0.055577848,0.058386836,0.85955054,0.0032102729,0.020866774,0.08186196,0.0048154094,0.0022070627,0.0044141253,0.48394865,0.025280898,0.106942214,0.0014044944,0.021869984,0.0014044944,0.016853932,0.0024077047,0.06781702,0.0044141253,0.0044141253,0.006621188,0.062399678,0.0006019262,0.07122793,0.020666132,0.07584269,0.0,0.0048154094,0.09028892,0.00020064205,0.022070626,0.01946228,0.14386036,0.0026083468,0.0010032103,0.014446228,0.0016051364,0.0467496,4984.0,0.048956662,0.010433387,0.11376405,0.15690209,17.068493,0.02548154,0.065609954,0.14626805,26.071642,0.015048154,0.009831461,0.060192615,0.0018057785,0.0056179776,0.0,0.05357143,0.050361156,0.019261638,reagan,sotu,1984
reagan-sotu-1985,85.98861,0.0019432569,0.0034978625,0.017489312,0.011659541,0.015934706,92.1365,0.0,0.079284884,0.0007773028,0.0015546056,0.010882239,0.019432569,0.023707734,0.0027205597,0.038476486,0.0034978625,0.044694908,76.517334,0.018655267,0.004275165,0.0,0.052467935,0.14457831,0.029148854,0.009716284,0.012825496,0.011659541,0.20831715,0.00855033,0.0011659542,0.122813836,0.008938982,0.0066070734,0.07384376,0.003109211,0.036144577,0.04819277,0.88767976,0.0034978625,0.0155460555,0.07345511,0.007384376,0.0034978625,0.0046638167,0.52001554,0.026428293,0.127089,0.0011659542,0.01671201,0.0015546056,0.015157403,0.0023319083,0.07850758,0.0054411194,0.010104936,0.0019432569,0.07539837,0.0003886514,0.08239409,0.023319082,0.072289154,0.0,0.005052468,0.07384376,0.0003886514,0.020987175,0.0155460555,0.16595414,0.0023319083,0.0015546056,0.013602798,0.0054411194,0.05946366,2573.0,0.047026817,0.014768752,0.12320249,0.16129032,20.584,0.038476486,0.07695297,0.143801,38.188328,0.010493588,0.009716284,0.054022543,0.0019432569,0.0038865139,0.0,0.071123205,0.07384376,0.014380101,reagan,sotu,1985
