"president","year","category","count","total_words","percent"
"reagan","1981","AffPt","1","4501","0.02"
"reagan","1981","AffTot","3","4501","0.07"
"reagan","1981","ANI","0","4501","0.0"
"reagan","1981","Anomie","0","4501","0.0"
"reagan","1981","Aquatic","0","4501","0.0"
"reagan","1981","ArenaLw","4","4501","0.09"
"reagan","1981","Arousal","0","4501","0.0"
"reagan","1981","Begin","3","4501","0.07"
"reagan","1981","BldgPt","0","4501","0.0"
"reagan","1981","BodyPt","0","4501","0.0"
"reagan","1981","CARD","6","4501","0.13"
"reagan","1981","Causal","4","4501","0.09"
"reagan","1981","COLL","9","4501","0.2"
"reagan","1981","COLOR","0","4501","0.0"
"reagan","1981","COM","13","4501","0.29"
"reagan","1981","ComForm","19","4501","0.42"
"reagan","1981","ComnObj","6","4501","0.13"
"reagan","1981","Compare","3","4501","0.07"
"reagan","1981","Complet","5","4501","0.11"
"reagan","1981","DAV","3","4501","0.07"
"reagan","1981","Decreas","3","4501","0.07"
"reagan","1981","Defined","383","4501","8.51"
"reagan","1981","DIM","3","4501","0.07"
"reagan","1981","DIST","0","4501","0.0"
"reagan","1981","Doctrin","25","4501","0.56"
"reagan","1981","ECON","57","4501","1.27"
"reagan","1981","Econ@","45","4501","1.0"
"reagan","1981","EMOT","2","4501","0.04"
"reagan","1981","EndsLw","24","4501","0.53"
"reagan","1981","EnlEnds","0","4501","0.0"
"reagan","1981","EnlGain","5","4501","0.11"
"reagan","1981","EnlLoss","0","4501","0.0"
"reagan","1981","EnlOth","20","4501","0.44"
"reagan","1981","EnlPt","1","4501","0.02"
"reagan","1981","EnlTot","26","4501","0.58"
"reagan","1981","EVAL","23","4501","0.51"
"reagan","1981","Eval@","4","4501","0.09"
"reagan","1981","Exch","3","4501","0.07"
"reagan","1981","Exert","2","4501","0.04"
"reagan","1981","Exprsv","5","4501","0.11"
"reagan","1981","Fail","3","4501","0.07"
"reagan","1981","Fall","0","4501","0.0"
"reagan","1981","Feel","1","4501","0.02"
"reagan","1981","Female","2","4501","0.04"
"reagan","1981","Fetch","0","4501","0.0"
"reagan","1981","Finish","4","4501","0.09"
"reagan","1981","Food","3","4501","0.07"
"reagan","1981","FormLw","8","4501","0.18"
"reagan","1981","FREQ","3","4501","0.07"
"reagan","1981","Goal","3","4501","0.07"
"reagan","1981","Hostile","10","4501","0.22"
"reagan","1981","HU","26","4501","0.58"
"reagan","1981","IAV","38","4501","0.84"
"reagan","1981","If","8","4501","0.18"
"reagan","1981","Increas","4","4501","0.09"
"reagan","1981","IndAdj","17","4501","0.38"
"reagan","1981","Intrj","1","4501","0.02"
"reagan","1981","IPadj","2","4501","0.04"
"reagan","1981","Kin@","1","4501","0.02"
"reagan","1981","Know","16","4501","0.36"
"reagan","1981","Land","0","4501","0.0"
"reagan","1981","Legal","5","4501","0.11"
"reagan","1981","MALE","2","4501","0.04"
"reagan","1981","Means","12","4501","0.27"
"reagan","1981","MeansLw","8","4501","0.18"
"reagan","1981","Milit","1","4501","0.02"
"reagan","1981","Name","5","4501","0.11"
"reagan","1981","Nation","1","4501","0.02"
"reagan","1981","NatObj","3","4501","0.07"
"reagan","1981","NatrPro","3","4501","0.07"
"reagan","1981","Need","1","4501","0.02"
"reagan","1981","NegAff","4","4501","0.09"
"reagan","1981","Negate","18","4501","0.4"
"reagan","1981","NEGATIV","45","4501","1.0"
"reagan","1981","Ngtv","28","4501","0.62"
"reagan","1981","No","0","4501","0.0"
"reagan","1981","Nonadlt","1","4501","0.02"
"reagan","1981","NotLw","7","4501","0.16"
"reagan","1981","NUMB","8","4501","0.18"
"reagan","1981","Object","18","4501","0.4"
"reagan","1981","ORD","2","4501","0.04"
"reagan","1981","Othtags","394","4501","8.75"
"reagan","1981","Ought","1","4501","0.02"
"reagan","1981","Our","3","4501","0.07"
"reagan","1981","Ovrst","26","4501","0.58"
"reagan","1981","Pain","4","4501","0.09"
"reagan","1981","Passive","18","4501","0.4"
"reagan","1981","Perceiv","6","4501","0.13"
"reagan","1981","Persist","1","4501","0.02"
"reagan","1981","PLACE","9","4501","0.2"
"reagan","1981","Pleasur","2","4501","0.04"
"reagan","1981","POLIT","43","4501","0.96"
"reagan","1981","Polit@","15","4501","0.33"
"reagan","1981","POS","0","4501","0.0"
"reagan","1981","PosAff","4","4501","0.09"
"reagan","1981","Positiv","69","4501","1.53"
"reagan","1981","PowAren","3","4501","0.07"
"reagan","1981","PowAuPt","8","4501","0.18"
"reagan","1981","PowAuth","5","4501","0.11"
"reagan","1981","PowCon","6","4501","0.13"
"reagan","1981","PowCoop","5","4501","0.11"
"reagan","1981","PowDoct","0","4501","0.0"
"reagan","1981","PowEnds","3","4501","0.07"
"reagan","1981","Power","18","4501","0.4"
"reagan","1981","PowGain","3","4501","0.07"
"reagan","1981","PowLoss","3","4501","0.07"
"reagan","1981","PowOth","16","4501","0.36"
"reagan","1981","PowPt","0","4501","0.0"
"reagan","1981","PowTot","51","4501","1.13"
"reagan","1981","Pstv","51","4501","1.13"
"reagan","1981","PtLw","6","4501","0.13"
"reagan","1981","Quality","6","4501","0.13"
"reagan","1981","Quan","23","4501","0.51"
"reagan","1981","Race","1","4501","0.02"
"reagan","1981","RcEnds","2","4501","0.04"
"reagan","1981","RcEthic","8","4501","0.18"
"reagan","1981","RcGain","0","4501","0.0"
"reagan","1981","RcLoss","0","4501","0.0"
"reagan","1981","RcRelig","0","4501","0.0"
"reagan","1981","RcTot","10","4501","0.22"
"reagan","1981","Region","6","4501","0.13"
"reagan","1981","Rel","5","4501","0.11"
"reagan","1981","Relig","0","4501","0.0"
"reagan","1981","Rise","0","4501","0.0"
"reagan","1981","Ritual","0","4501","0.0"
"reagan","1981","Role","17","4501","0.38"
"reagan","1981","Route","1","4501","0.02"
"reagan","1981","RspGain","0","4501","0.0"
"reagan","1981","RspLoss","0","4501","0.0"
"reagan","1981","RspOth","3","4501","0.07"
"reagan","1981","RspTot","3","4501","0.07"
"reagan","1981","Say","0","4501","0.0"
"reagan","1981","Self","4","4501","0.09"
"reagan","1981","SklAsth","1","4501","0.02"
"reagan","1981","SklOth","6","4501","0.13"
"reagan","1981","SklPt","1","4501","0.02"
"reagan","1981","SklTot","8","4501","0.18"
"reagan","1981","Sky","0","4501","0.0"
"reagan","1981","Social","2","4501","0.04"
"reagan","1981","SocRel","10","4501","0.22"
"reagan","1981","Solve","2","4501","0.04"
"reagan","1981","Space","17","4501","0.38"
"reagan","1981","Stay","2","4501","0.04"
"reagan","1981","Strong","83","4501","1.84"
"reagan","1981","Submit","8","4501","0.18"
"reagan","1981","SureLw","8","4501","0.18"
"reagan","1981","SV","8","4501","0.18"
"reagan","1981","Think","0","4501","0.0"
"reagan","1981","TIME","10","4501","0.22"
"reagan","1981","Time@","25","4501","0.56"
"reagan","1981","TimeSpc","35","4501","0.78"
"reagan","1981","Tool","4","4501","0.09"
"reagan","1981","TranLw","5","4501","0.11"
"reagan","1981","Travel","1","4501","0.02"
"reagan","1981","TrnGain","5","4501","0.11"
"reagan","1981","TrnLoss","1","4501","0.02"
"reagan","1981","Try","0","4501","0.0"
"reagan","1981","Undrst","10","4501","0.22"
"reagan","1981","Vary","3","4501","0.07"
"reagan","1981","Vehicle","1","4501","0.02"
"reagan","1981","Vice","19","4501","0.42"
"reagan","1981","Virtue","37","4501","0.82"
"reagan","1981","Weak","20","4501","0.44"
"reagan","1981","WlbGain","0","4501","0.0"
"reagan","1981","WlbLoss","0","4501","0.0"
"reagan","1981","WlbPhys","6","4501","0.13"
"reagan","1981","WlbPsyc","1","4501","0.02"
"reagan","1981","WlbPt","1","4501","0.02"
"reagan","1981","WlbTot","8","4501","0.18"
"reagan","1981","WltOth","33","4501","0.73"
"reagan","1981","WltPt","4","4501","0.09"
"reagan","1981","WltTot","41","4501","0.91"
"reagan","1981","WltTran","4","4501","0.09"
"reagan","1981","Work","4","4501","0.09"
"reagan","1981","Yes","1","4501","0.02"
"reagan","1981","You","1","4501","0.02"
